"name","orig_id","streetAddress","state","location"
"KING KULLEN #39","ANY166928","2305 Jericho Tpke","NY","40.743035,-73.6635"
"RITE AID #10616","ANY129365","400 Sunrise Hwy","NY","40.65531,-73.66928"
"WALGREENS #13750","ANY205595","7001 Amboy Rd","NY","40.51581,-74.2335"
"WALGREENS #18287","ANY232643","14 Soundview Market Place","NY","40.842389,-73.705195"
"WALGREENS #18306","APH312163","325 Lafayette Ave","NJ","40.94936,-74.154983"
"7-ELEVEN #11144","ANY093525","159 Atlantic Ave","NY","40.73593,-73.66131"
"RITE AID #1970","APH115922","431 Haledon Ave","NJ","40.938343,-74.182835"
"7-ELEVEN #11179","ANY089423","169 Atlantic Ave","NY","40.65164,-73.66955"
"STOP & SHOP #2807","APH240716","875 Bloomfield Ave","NJ","40.852991,-74.299032"
"FINE FARE WESTBURY","ANY145237","595 Old Country Rd","NY","40.751055,-73.575935"
"7-ELEVEN #11445","APH136998","401 Amboy Ave","NJ","40.554519,-74.283288"
"WALGREENS #13083","APH286961","447 Belmont Ave","NJ","40.938558,-74.185599"
"WALGREENS #13700","APH287115","260 North Ave E","NJ","40.650421,-74.344247"
"RIVERSIDE STATIONERY INC","ANY155016","786 Palisade Ave","NY","40.960535,-73.885095"
"RITE AID #10613","ANY129738","498 Hempstead Tpke","NY","40.706915,-73.657557"
"STOP & SHOP #2815","APH289337","500 State Rt 23","NJ","40.968199,-74.282943"
"STOP & SHOP #803","APH062484","1049 Us Highway 1","NJ","40.524291,-74.363423"
"RT 24 DELI","ANY211556","1820 Hempstead Tpke","NY","40.72376,-73.56929"
"FOOD TOWN","ANY188522","3367 Hillside Ave","NY","40.7531,-73.65889"
"WALGREENS #2470","APH283452","45 Eisenhower Pkwy","NJ","40.820854,-74.327588"
"STOP & SHOP #542","ANY039253","177 Forest Ave","NY","40.874729,-73.62093"
"EAST ROCK ENTERPRISES","ANY177379","136 Main St","NY","40.64181,-73.66643"
"7-ELEVEN #11443","APH136976","60 Edwards St","NJ","40.563198,-74.297939"
"RITE AID #10621","ANY129541","444 Hillside Ave","NY","40.75348,-73.65666"
"7-ELEVEN #39691","ANY193032","969 W Beech St","NY","40.58602,-73.69501"
"FRIENDLY CHECK CASHING #22","APH245052","389b Somerset St","NJ","40.623134,-74.431656"
"WALGREENS #7056","APH284486","555 Inman Ave","NJ","40.598593,-74.325826"
"STOP & SHOP #857","APH127495","219 Elm St","NJ","40.653447,-74.352018"
"LAKEVIEW WOODFIELD","ANY137867","688 Woodfield Rd","NY","40.68614,-73.65236"
"STOP & SHOP #0812","APH215956","600 Kinderkamack Rd","NJ","40.98224,-74.026335"
"7-ELEVEN #11158","ANY089281","310 Hempstead Ave","NY","40.70008,-73.64978"
"7-ELEVEN #24107","APH146788","317 Morris Ave","NJ","40.716517,-74.362825"
"RITE AID #10561","ANY130772","961-3 Pt. Washington Blvd.","NY","40.8298,-73.6837"
"WALGREENS #2122","ANY198059","1230 Nepperhan Ave","NY","40.96545,-73.87242"
"STOP & SHOP #878","APH052528","859 N State Rt 17","NJ","40.978545,-74.08446"
"STOP & SHOP #529","ABS041414","2425 Palmer Ave","NY","40.92092,-73.77331"
"FAIRFIELD FOODMART AND DELI","APH317388","435 Hollywood Ave","NJ","40.88055,-74.289932"
"7-ELEVEN #39511","APH247735","307 Valley Rd","NJ","40.924244,-74.235495"
"WALGREENS #13719","APH287269","321 Valley Rd","NJ","40.924873,-74.235258"
"UNITED CHECK CASHING","APH280701","266 Talmadge Rd Ste 2","NJ","40.542071,-74.398791"
"ISELIN PHARMACY","APH085980","1186 Green St","NJ","40.572786,-74.317697"
"WALGREENS #13702","APH287137","397 Us Highway 46","NJ","40.8831,-74.290995"
"KING KULLEN #17","ANY026998","127 Sunrise Hwy","NY","40.65737,-73.65082"
"RITE AID #10618","ANY127934","168 N Village Ave","NY","40.662128,-73.649457"
"7-ELEVEN #37158","ANY218399","136 Hempstead Tpke","NY","40.70499,-73.64327"
"RITE AID #1360","APH183066","265 Pascack Rd","NJ","40.985154,-74.063599"
"7-ELEVEN #34993","ANY210456","128 N Village Ave","NY","40.66092,-73.64823"
"7-ELEVEN #32770","ANY105121","207 Jericho Tpke","NY","40.7481,-73.64424"
"STOP & SHOP #2565","ANY164256","465 Atlantic Ave","NY","40.64067,-73.65357"
"RITE AID #10611","ANY127374","1140 Willis Ave","NY","40.775215,-73.649924"
"THE FOOD EMPORIUM #1529","ANY220587","1050 Willis Ave","NY","40.771782,-73.647849"
"7-ELEVEN #11148","ANY089203","3125 Lawson Blvd","NY","40.63532,-73.65413"
"WALGREENS #17731","APH311315","199 E Ridgewood Ave","NJ","40.979039,-74.115106"
"CITGO","ANY214955","2 Hempstead Ave","NY","40.704338,-73.63832"
"TE AMO","ANY189293","96 Main St","NY","40.74179,-73.6387"
"7-ELEVEN #21958","APH306816","1200 South Ave W","NJ","40.646654,-74.364566"
"STOP & SHOP #552","ANY105637","2525 Hempstead Tpke","NY","40.727099,-73.544744"
"WALGREENS #11641","ANY200127","1300 Franklin Ave","NY","40.73502,-73.63772"
"MOVIE TIME VIDEO","APH295617","1404 Oak Tree Rd Ste 4","NJ","40.573892,-74.326819"
"STOP & SHOP #820","APH052463","175 Franklin Ave","NJ","40.980613,-74.115842"
"WALMART #005281","APH345064","360 Us Hwy 9 Route N","NJ","40.536074,-74.293504"
"WALGREENS #9866","ANY199159","370 White Plains Rd","NY","40.95362,-73.81512"
"7-ELEVEN #23407","ANY090555","324 Merrick Rd","NY","40.655576,-73.643273"
"7-ELEVEN #32896","APH306838","527 Florida Grove Rd","NJ","40.532001,-74.290737"
"WALGREENS #19523","APH313526","654 W Wood Ave","NJ","40.994724,-74.007692"
"7-ELEVEN #34249","APH235734","207 Rivervale Rd","NJ","40.995371,-74.006739"
"7-ELEVEN #38126","AAT139059","6 River Rd","NJ","40.729058,-74.378231"
"STOP & SHOP #532","ANY032278","420 White Plains Rd","NY","40.955541,-73.813339"
"CASH CENTER","APH291514","393 State Route 10","NJ","40.801599,-74.361062"
"WALGREENS #4544","APH283892","520 Convery Blvd","NJ","40.520699,-74.281355"
"ACME #2630","ANY241102","23 Quaker Ridge Road","NY","40.947815,-73.79523"
"RITE AID #1670","APH115681","76 Smith St","NJ","40.508542,-74.265976"
"WALGREENS #13961","ANY216199","12 E Jericho Tpke","NY","40.7516,-73.63377"
"KMART #3202","APH030782","700 Broadway","NJ","40.996509,-74.038524"
"7-ELEVEN #33566","ANY124151","65 Atlantic Ave","NY","40.63931,-73.64274"
"CIBAO PLAZA INC","APH206606","295 State St","NJ","40.508488,-74.268009"
"PREFERRED PHARMACY INC","ANY135524","175 Fulton Ave","NY","40.70749,-73.62934"
"7-ELEVEN #38308","APH335405","567 New Brunswick Ave","NJ","40.519728,-74.283562"
"AMBOY PHARMACY","APH277446","186a Smith St","NJ","40.509532,-74.270761"
"7-ELEVEN #17750","ANY156655","3 Railroad Ave","NY","40.79286,-73.64348"
"KEANSBURG PHARMACY","APH338925","199 Main Street","NJ","40.4411,-74.123897"
"WALGREENS #10728","ANY199708","2745 Long Beach Rd","NY","40.644922,-73.63848"
"FRANKLIN RX INC","ANY929055","98b N Franklin St","NY","40.709028,-73.627539"
"EXPRESS MART","APH306322","700 Washington Ave","NJ","40.996894,-74.059382"
"ACME #1054","APH328982","136 Lake Ave","NJ","40.982525,-74.13572"
"7-ELEVEN #39018","APH188852","450 Livingston St","NJ","40.997373,-73.954856"
"7-ELEVEN #37239","APH296081","255 Smith St","NJ","40.510022,-74.273937"
"WALGREENS #15238","APH298182","1620 Oak Tree Rd","NJ","40.573245,-74.336955"
"RITE AID #10615","ANY128452","23 East Park Avenue","NY","40.589345,-73.66386"
"7-ELEVEN #34227","ANY151605","3274 Long Beach Rd","NY","40.631799,-73.641249"
"7-ELEVEN #39464","APH242675","319 Main St Ste A1","NJ","40.440482,-74.13074"
"D'S PHARMACY","ANY196541","389- 391 Unit E Peninsula Blvd","NY","40.702151,-73.625797"
"7-ELEVEN #37142","ANY216771","66 S Franklin St","NY","40.70327,-73.62548"
"RITE AID #10619","ANY129024","3199 Long Beach Rd","NY","40.633521,-73.639717"
"SARB CONVENIENCE INC","ANY223371","73 Main St","NY","40.708832,-73.624817"
"WALGREENS #1875","APH283375","383 Washington Ave","NJ","41.000761,-74.041652"
"STOP & SHOP #897","APH169646","581 Stelton Rd","NJ","40.560936,-74.439703"
"KING KULLEN #53","ANY188896","4601 Austin Blvd","NY","40.597555,-73.65476"
"SUPERGOLD CONV STORE","APH298708","157 Morris St","NJ","40.79579,-74.472362"
"PITSTOP","APH331764","649 King Georges Rd","NJ","40.532831,-74.306158"
"7-ELEVEN #25449","ANY090818","313 Front St","NY","40.706809,-73.622925"
"LY FOODS INC","ANY930253","203 S Franklin St","NY","40.699267,-73.623221"
"7-ELEVEN #36472","APH292164","502 Smith St","NJ","40.513556,-74.284572"
"WALGREENS #10278","ANY199412","606 Long Beach Blvd","NY","40.59223,-73.65695"
"GARDEN STATE NEWS","APH335922","216 Old Tappan Road","NJ","41.003674,-74.015236"
"RITE AID #1654","APH250144","5 Lafayette Rd","NJ","40.548135,-74.322142"
"7-ELEVEN #25448","ANY090807","504 Long Beach Blvd","NY","40.59045,-73.65792"
"7-ELEVEN #24087","APH138462","118 Godwin Ave","NJ","40.985953,-74.138723"
"7-ELEVEN #27942","ANY091084","351 Fulton Ave","NY","40.709514,-73.621814"
"7-ELEVEN #29431","APH139287","434 Ridgedale Ave Ste 14","NJ","40.826824,-74.359806"
"7-ELEVEN #39202","APH227584","1217 State Route 23","NJ","40.925609,-74.268734"
"7-ELEVEN #11439","APH136943","370 Hillsdale Ave","NJ","41.003065,-74.038779"
"MERCHY SERVICENTER INC","ANY211897","313 Clinton St","NY","40.715415,-73.621115"
"MAIN STREET DISCOUNT","ANY233204","32 Main St","NY","40.704998,-73.620962"
"MIANI LONG ISLAND CORP","ANY240969","404 Clinton St","NY","40.718314,-73.620738"
"STOP & SHOP #577","ANY001016","3577 Long Beach Rd","NY","40.622904,-73.639367"
"7-ELEVEN #33261","ANY102557","3993 Austin Blvd","NY","40.611811,-73.644101"
"WALGREENS #3457","ANY198246","393 Front St","NY","40.70707,-73.61963"
"HARLAN CHECK CASHING INC #2","ABS004312","245 Tarrytown Rd","NY","41.04148,-73.79221"
"PAY-O-MATIC #240","ANY150286","188 Martine Ave","NY","41.031256,-73.766518"
"JAG-TECH LLC","APH345855","184 Godwin Ave","NJ","40.98804,-74.13981"
"HILTON CHECK CASHING","ANY126768","400 Fulton Ave Ste D","NY","40.70954,-73.61864"
"7-ELEVEN #35302","ANY220071","400 E Jericho Tpke","NY","40.75604,-73.62229"
"WALGREENS #13717","APH287247","375 State Route 36","NJ","40.428883,-74.106642"
"STOP & SHOP #541","ANY121444","95 Old Country Rd","NY","40.744386,-73.620155"
"CHECK CASHING STATION","APH168184","168 Hwy 36","NJ","40.43622,-74.137843"
"GALERIA PAREDES GROUP","APH215561","354 North Ave","NJ","40.591328,-74.464194"
"STOP & SHOP #859","APH127714","1083 Inman Ave","NJ","40.595521,-74.362708"
"7-ELEVEN #38140","ANY235493","1   Jerusalem  Ave","NY","40.701042,-73.616918"
"7-ELEVEN #11173","ANY094504","475 Merrick Rd","NY","40.653732,-73.623519"
"7-ELEVEN #34352","ANY160515","241 Glen Cove Rd","NY","40.74987,-73.61807"
"DOUBLE DIAMOND FOOD MART INC","ANY219697","196 Henry St","NY","40.70115,-73.61535"
"WALGREENS #15104","ANY202646","1333 Boston Post Rd","NY","40.93548,-73.74753"
"RITE AID #10425","APH192547","200 Wilson Ave","NJ","40.425797,-74.104092"
"7-ELEVEN #11457","APH137076","249 Lafayette Rd","NJ","40.546955,-74.329901"
"STOP & SHOP #501","ANY098971","154 Westchester Ave","NY","41.03271,-73.75735"
"WALGREENS #19467","APH313438","1460 State Route 23","NJ","40.93385,-74.268047"
"STOP & SHOP #591","ABS001407","1326 Boston Post Rd","NY","40.936692,-73.74765"
"CFSC - CHECKS CASHED #28","ANY151254","44 N Sawmill River Rd","NY","41.056536,-73.817885"
"MICKEY'S","ANY242158","258 South Broadway","NY","40.7631,-73.518328"
"7-ELEVEN #34591","APH259549","592 Amboy Ave","NJ","40.529469,-74.316359"
"7-ELEVEN #32124","ANY156105","1271 Grand Ave","NY","40.67927,-73.61473"
"7-ELEVEN #35863","APH294221","549 State Route 36","NJ","40.420614,-74.091442"
"7-ELEVEN #38115","APH314044","151 Columbia Turnpike","NJ","40.787657,-74.389078"
"FULTON WIRELESS","ANY242444","626 Fulton Ave","NY","40.711757,-73.610145"
"WALGREENS #13707","APH287193","519 Cedar Hill Ave","NJ","40.986243,-74.169323"
"EXPRESS MINI MART","ANY211413","5 Bethpage Rd","NY","40.77277,-73.51696"
"WALGREENS #12563","APH286806","176 Columbia Tpke","NJ","40.789015,-74.390654"
"7-ELEVEN #32412","APH139452","21 State Route 27","NJ","40.555678,-74.345089"
"RITE AID #4821","APH050681","10 State Route 27","NJ","40.555983,-74.346061"
"ACME #2847","APH328948","1260 Springfield Ave","NJ","40.706593,-74.40473"
"7-ELEVEN #38095","ANY223986","333 Oak St","NY","40.722135,-73.607265"
"7-ELEVEN #39455","ANY169129","285 Old Country Rd","NY","40.74423,-73.60894"
"STOP & SHOP #2584","ANY213437","130 Wheatley Plz","NY","40.809217,-73.627372"
"7-ELEVEN #34272","APH235745","1478 South Ave","NJ","40.634761,-74.392674"
"7-ELEVEN #38399","APH346043","190 Firt Ave","NJ","40.409865,-74.039651"
"GALA FRESH FARMS","ANY216111","2485 Grand Ave","NY","40.64946,-73.61281"
"PAY-O-MATIC #552","ANY140254","349 Old Country Rd Unit B","NY","40.745023,-73.605772"
"7-ELEVEN #35698","ANY209599","2350 Grand Ave","NY","40.65352,-73.61105"
"WALGREENS #6823","ANY198686","1968 Grand Ave","NY","40.662408,-73.608349"
"7-ELEVEN #29959","APH139308","302 Park Ave","NJ","40.652182,-74.401218"
"WALGREENS #19757","APH313724","78 Leonardville Rd","NJ","40.41451,-74.095176"
"SULTAN FOOD BAZAAR INC","APH340498","386 Us Highway 46","NJ","40.859647,-74.360962"
"7-ELEVEN #36469","ANY208576","2099 Grand Ave","NY","40.6589,-73.60833"
"STOP & SHOP #527","ANY018649","32 S Middletown Rd","NY","41.09583,-74.011462"
"7-ELEVEN #11040","APH135843","54 Leonardville Rd","NJ","40.413875,-74.097086"
"7-ELEVEN #34178","ANY151595","713 Atlantic Ave","NY","40.6385,-73.61345"
"DAVIDS MONEY CENTERS RC #05","ANY206826","76 E Route 59","NY","41.096456,-74.008444"
"DAVIDS MONEY CENTERS RC #03","ABS059224","294 Main St","NY","41.09224,-73.9284"
"7-ELEVEN #36082","APH276247","18 Wyckoff Ave","NJ","41.008707,-74.120096"
"7-ELEVEN #32711","ANY091567","964 Merrick Rd","NY","40.65123,-73.60747"
"WALMART #003420","ANY936183","1220 Old Country Rd","NY","40.743318,-73.600938"
"MARYS EXPRESS","APH218146","41 Main St","NJ","40.45165,-74.380252"
"WALGREENS #16064","APH302119","81 Route 303","NY","41.018224,-73.942664"
"REGINA CHECK CASHING #7","ANY209159","12 King St","NY","41.00069,-73.66369"
"STOP & SHOP #593","ABS001353","670 N Broadway","NY","41.054607,-73.764576"
"7-ELEVEN #11441","APH136954","269 New Change Bridge Rd","NJ","40.870323,-74.359251"
"STOP & SHOP #2577","ANY213361","905 Atlantic Ave","NY","40.63968,-73.60788"
"7-ELEVEN #35431","APH248572","1144 South Ave","NJ","40.629951,-74.400732"
"WALGREENS #15000","APH287379","153 Main St","NJ","40.923092,-74.308291"
"WALGREENS #5111","APH284002","1198 State Route 36","NJ","40.432069,-74.181891"
"STOP & SHOP #2805","APH127857","133 Main St","NJ","40.755983,-74.412536"
"WALGREENS #5248","APH284035","1147 South Ave","NJ","40.629946,-74.401519"
"WALGREENS #13610","APH287005","122 Main St","NJ","40.757529,-74.412607"
"7-ELEVEN #29779","ANY091161","206 Glen Cove Ave","NY","40.84841,-73.63559"
"RITE AID #10413","APH194505","60 Franklin Tpke","NJ","41.012127,-74.120727"
"7-ELEVEN #38181","ANY233545","858 Scarsdale Ave","NY","40.987395,-73.808317"
"7-ELEVEN #39020","APH200611","2090 Oak Tree Rd","NJ","40.576464,-74.377166"
"WALGREENS #15118","ANY200776","603 Uniondale Ave","NY","40.70005,-73.59337"
"7-ELEVEN #38405","ANY932673","644 Jerusalem Ave","NY","40.700407,-73.593255"
"7-ELEVEN #36887","ANY214009","276 Uniondale Ave","NY","40.709128,-73.592676"
"KEYPORT NEWS","APH219785","37 W Front St","NJ","40.437338,-74.203476"
"KEYPORT NEWS","APH306542","37 W Front St","NJ","40.437292,-74.203409"
"WALGREENS #2593","APH283485","1197 Amboy Ave","NJ","40.5359,-74.347725"
"HOFFMAN PHARMACY","APH086299","1-7 Laurence Pkwy","NJ","40.456761,-74.246955"
"UNITED CHECK CASHING","APH034665","1332 State Route 36","NJ","40.428976,-74.186452"
"WALGREENS #12082","ANY200381","15 Old Country Rd","NY","40.74725,-73.59224"
"7-ELEVEN #23967","APH138406","220 Wyckoff Ave","NJ","41.011753,-74.138998"
"7-ELEVEN #11049","APH135931","198 Broad St","NJ","40.43344,-74.199581"
"RITE AID #695","APH250122","1360 State Route 36","NJ","40.428664,-74.187155"
"7-ELEVEN #37090","ANY211545","420 Nassau Rd","NY","40.682935,-73.591388"
"WALGREENS #2883","APH283562","72 Crescent Ave","NJ","41.012791,-74.140153"
"7-ELEVEN #14860","APH137164","196 Highway 35","NJ","40.448144,-74.235495"
"DAVIDS MONEY CENTERS RC #01","ABS059181","205 Route 59","NY","41.10872,-74.043755"
"SPRING VALLEY DRUG","ABS033615","180 East Central Ave Rt 59","NY","41.109055,-74.041495"
"ROUTE 35 ONE STOP SHOP","APH339861","1826 Nj-35","NJ","40.464792,-74.267942"
"7-ELEVEN #27769","APH139155","2143 State Route 35","NJ","40.416369,-74.159791"
"ALL CHECKS CASHED","APH295123","858 Us Highway 46","NJ","40.862847,-74.377183"
"7-ELEVEN #39696","APH280372","2122 State Route 35","NJ","40.411138,-74.141062"
"STOP & SHOP #530","ANY032311","390 Broadway","NY","41.014499,-73.870107"
"METUCHEN NEWS","APH259451","445 Main St","NJ","40.542535,-74.362359"
"JOHANNA JEWELRY REPAIR CORP","ANY233918","234 Post Ave","NY","40.757155,-73.587835"
"7-ELEVEN #36063","APH273639","93 Highway","NJ","40.427349,-74.196404"
"WALGREENS #11291","ANY200028","11 Ashford Ave","NY","41.0156,-73.86862"
"RITE AID #4768","ANY030627","210 Post Ave","NY","40.756625,-73.587368"
"W Z FOOD MARKET","ANY112709","124 Park Ave","NY","40.68321,-73.58507"
"WALGREENS #13703","APH287148","2995 State Route 35","NJ","40.419955,-74.178149"
"7-ELEVEN #32371","ANY091479","145 W Sunrise Hwy","NY","40.65642,-73.58856"
"7-ELEVEN #39709","APH280042","2300 Park Ave","NJ","40.59295,-74.399592"
"WALGREENS #19661","APH313625","1447 State Hwy 35","NJ","40.403123,-74.123539"
"WALGREENS #13720","APH287281","521 Raritan St","NJ","40.477978,-74.296832"
"STOP & SHOP #801","APH023665","100 State Route 36","NJ","40.425224,-74.198064"
"M A E TAXES CORP","ANY933751","176 N Main St","NY","40.66281,-73.58581"
"VALERO","ANY933168","224 Nassau Rd","NY","40.674487,-73.582993"
"7-ELEVEN #11159","ANY089292","80 Brooklyn Ave","NY","40.65776,-73.585499"
"MI REINA DELI & GROCERY LLC","APH292724","136 Throop Ave","NJ","40.484051,-74.445629"
"A-1 FOOD MARKET INC.","ANY222314","266 Babylon Tpke","NY","40.673634,-73.582018"
"LATIN BROTHERS","APH079732","150 French St","NJ","40.49208,-74.453489"
"WESTBURY WIRELESS INC","ANY932189","179 School St Unit #e","NY","40.756116,-73.58179"
"RITE AID #4193","APH218399","3553 Washington Rd","NJ","40.47576,-74.297557"
"STOP & SHOP #825","APH052452","327 Franklin Ave","NJ","41.013503,-74.166968"
"STOP & SHOP #2809","APH247317","647 State Route 18","NJ","40.431956,-74.391314"
"HUERTO DEL EDEN SUPERMARKET","ANY194824","116 Maple Ave","NY","41.117526,-74.046743"
"WALMART #002583","ANY936073","1123 Jerusalem Ave","NY","40.695853,-73.578074"
"WALGREENS #2141","APH283441","655 Wyckoff Ave","NJ","41.012187,-74.172807"
"SHOPRITE","ANY165147","1121 Jerusalem Ave","NY","40.69413,-73.57809"
"STOP & SHOP #804","APH149604","1515 Us Highway 22","NJ","40.640222,-74.424137"
"7-ELEVEN #22231","ANY125019","194 Glen St","NY","40.861882,-73.624024"
"7-ELEVEN #34375","APH236009","889 State Route 35","NJ","40.394858,-74.102294"
"WALMART #005111","APH344843","1501 Us Hwy 22","NJ","40.637931,-74.424831"
"J POOJA LLC","APH338244","635 Park Ave","NJ","40.615336,-74.417567"
"RAPPS PHARMACY","APH319511","611 Park Ave","NJ","40.6156,-74.417961"
"7-ELEVEN #11153","ANY089236","294 Guy Lombardo Ave","NY","40.64686,-73.58326"
"STOP & SHOP #834","APH052441","404 Springfield Ave","NJ","40.685745,-74.436281"
"FRIENDLY CHECK CASHING #5","APH189765","244 E Front St","NJ","40.621261,-74.420783"
"FRIENDLY CHECK CASHING #20","APH225131","1472 E Front St","NJ","40.621246,-74.420782"
"GUY LOMBARDO'S GROCERY","ANY014535","55 Guy Lombardo Ave","NY","40.646364,-73.582829"
"WALGREENS #7969","APH284794","343 Springfield Ave","NJ","40.687435,-74.437036"
"7-ELEVEN #34205","APH227562","1 N Kinderkamack Rd","NJ","41.040669,-74.02813"
"WALGREENS #4845","ANY198455","89 Henry St","NY","40.655259,-73.578712"
"ACME #1095","APH329675","45 De Mercurio Drive","NJ","41.028866,-74.12726"
"RITE AID #0994","APH115274","480 N Beverwyck Rd","NJ","40.876106,-74.383506"
"7-ELEVEN #36481","ANY203625","69 Forest Ave","NY","40.8721,-73.6246"
"7-ELEVEN #34260","APH233819","31 N Beverwyck Rd","NJ","40.87847,-74.38287"
"CHECK CASHING STATION","APH198608","47 Highway 35","NJ","40.301954,-74.057917"
"FRIENDLY CHECK CASHING #2","APH189732","420 Madison Ave","NJ","40.614815,-74.421733"
"RITE AID #10545","ANY130662","871 Saw Mill River Road","NY","41.019369,-73.84344"
"7-ELEVEN #11150","ANY115449","635 Powells Ln","NY","40.77084,-73.57671"
"STOP & SHOP #2545","ANY192547","1 Stevens Way","NY","41.040526,-73.948189"
"7-ELEVEN #18141","APH338475","Westervelt Ave","NJ","40.62618,-74.426809"
"STOP & SHOP #887","APH052539","850 State Route 35","NJ","40.389817,-74.100375"
"WALGREENS #2626","ANY198103","93 Forest Ave","NY","40.87266,-73.62322"
"CHECK CASHING STATION","APH035138","803 Broadway","NJ","40.298802,-74.008134"
"KING KULLEN #52","ANY102414","77 Forest Ave","NY","40.873375,-73.623352"
"DOLLAR GENERAL #12859","APH324098","215 W Front St","NJ","40.617517,-74.425254"
"WALGREENS #13466","APH286994","200 Baldwin Rd Ste 200","NJ","40.864452,-74.396578"
